연번	자치구 	시장명 	신주소(도로명 주소)	구주소(번지주소)	유형	형태	 건물연면적(㎡) 
총계	서울시	521	　	　	　	　	  
소계	종로구	35	　	　	　	　	　
1	종로구	광장시장	종로구 창경궁로 88	종로구 예지동 6-1	등록시장	건물형	             18,975
2	종로구	광장전통시장	종로구 창경궁로 88 일대	종로구 예지동 293-1	상점가	골목형	             49,384
3	종로구	낙원악기상가	서울 종로구 삼일대로 428	 	인정시장	건물형	             20,398
4	종로구	동대문문구·완구거리	종로구 종로52길 36 일대	종로구 창신동 390-29 일대	상점가	골목형	               8,693
5	종로구	동대문상가A동	종로구 청계천로 295	종로구 창신동 436-79	무등록시장	건물형	               4,735
6	종로구	동대문상가B동	종로구 청계천로 307	종로구 창신동 436-78	무등록시장	건물형	               4,735
7	종로구	동대문상가C동	종로구 청계천로 319	종로구 창신동 436-65	무등록시장	건물형	               4,735
8	종로구	동대문상가D동(일신파워빌딩)	종로구 청계천로 331	종로구 창신동 436-64	무등록시장	건물형	               8,370
9	종로구	동대문역일번출구 골목형상점가	서울 종로구 종로 293	 	골목형상점가	골목형	                    -
10	종로구	동대문종합시장	종로구 종로 266	종로구 종로6가 289-42	등록시장	건물형	             61,475
11	종로구	동대문종합시장D동	종로구 종로 266	종로구 종로6가 262-1	등록시장	건물형	             12,452
12	종로구	동대문종합시장신관	종로구 종로272	종로구 종로6가 289-57	등록시장	건물형	             13,533
13	종로구	동대문지하쇼핑센터	종로구 율곡로 지하 308	종로구 종로6가 287-1 일대	인정시장	지하도상가	               2,285
14	종로구	동묘시장	종로구 종로 58길40	종로구 숭인동 241-1 일대	상점가	골목형	               5,480
15	종로구	동문시장	종로구 종로44길 14	종로구 창신동 437-1	등록시장	건물형	               3,226
16	종로구	마전교지하쇼핑센터	종로구 동호로 지하 398	종로구 종로5가 194-1 일대	인정시장	지하도상가	               1,210
17	종로구	보령약국골목상가	서울 종로구 종로31길 22	서울 종로구 연지동 254-1	상점가	상점가	               1,336
18	종로구	북촌계동길 골목형상점가	서울 종로구 계동길 52-12	서울 종로구 계동 140-68	골목형상점가	골목형	               5,680
19	종로구	삼청정독길 골목형상점가	서울 종로구 율곡로1길 52	서울 종로구 사간동 11-2	골목형상점가	골목형	               2,869
20	종로구	세운상가가동	종로구 청계천로 159	종로구 장사동 116-4	상점가	건물형	             10,818
21	종로구	세종마을음식문화거리	종로구 자하문로 1길 일대	종로구 내자동 1-2 일대	상점가	골목형	               5,850
22	종로구	신설종합시장	종로구 난계로27길 51	종로구 숭인동 206-9	등록시장	건물형	               1,691
23	종로구	종각지하쇼핑센터	종로구 종로 지하 73	종로구 종로2가 11-1 일대	등록시장	지하도상가	               4,723
24	종로구	종로4가지하쇼핑센터	종로구 창경궁로 지하 81	종로구 예지동 187-2 일대	인정시장	지하도상가	               2,997
25	종로구	종로5가대로 골목형상점가	서울 종로구 종로 221	서울 종로구 종로5가 76	골목형상점가	골목형	                    -
26	종로구	종로5가역 일번출구 상점가	서울 종로구 종로 211-1	 	상점가	상점가	                    -
27	종로구	종로5가육번출구 골목형상점가	서울 종로구 종로 224-1	서울 종로구 종로5가 182-1	골목형상점가	골목형	                    -
28	종로구	종로신백제 골목형상점가	서울 종로구 종로 243	서울 종로구 종로5가 20-1	골목형상점가	골목형	               3,052
29	종로구	종로신진시장	종로구 종로38길16 일대	종로구 종로5가 225-21 일대	인정시장	골목형	               1,336
30	종로구	종오지하쇼핑센터	종로구 종로 지하 200	종로구 종로4가 176-1 일대	등록시장	지하도상가	               4,165
31	종로구	창신골목시장	종로구 종로51길 18 일대	종로구 창신동 142-33 일대	상점가	골목형	               6,000
32	종로구	충신시장	종로구 율곡로22길 일대	종로구 충신동 35-8 일대	상점가	골목형	               1,000
33	종로구	통인시장	서울 종로구 자하문로15길 18	서울 종로구 통인동 10-3	인정시장	골목형	               4,421
34	종로구	평창동 골목형상점가	서울 종로구 평창11길 5	서울 종로구 평창동 339	골목형상점가	골목형	                    -
35	종로구	한일상가	종로구 청계천로 229	종로구 종로5가 314-7	인정시장	건물형	               4,894
소계	중구	53	　	　	　	　	　
36	중구	Team204 (팀204)	서울특별시 중구 마장로 30	서울특별시 중구 신당동 204-48	인정시장	건물형	               5,880
37	중구	광희패션몰	서울특별시 중구 마장로1길 21	서울특별시 중구 신당동 777	등록시장	건물형	               8,601
38	중구	남대문로 골목형상점가	서울 중구 남대문로 2	서울 중구 남대문로4가 20-10	골목형상점가	골목형	               2,248
39	중구	남대문로 지하상가	서울특별시 중구 남대문로 14	서울특별시 중구 중구 남대문로3가 13-3	인정시장	지하도상가	               2,163
40	중구	남대문시장	서울특별시 중구 남대문시장4길 21	서울특별시 중구 남창동 49	등록시장	건물형	             64,613
41	중구	남평화시장	서울특별시 중구 장충단로 282-10	서울특별시 중구 신당동 772	등록시장	건물형	               7,266
42	중구	대림상가	서울특별시 중구 을지로 157	서울특별시 중구 을지로4가 9-6	등록시장	건물형	             10,956
43	중구	동평화시장	서울특별시 중구 청계천로 318	서울특별시 중구 신당동 217-92, 95~97	인정시장	건물형	             24,768
44	중구	동화동 골목형상점가	서울특별시 중구 다산로42나길 46	서울특별시 중구 신당동 846	골목형상점가	골목형	             12,513
45	중구	동화상가	서울특별시 중구 장충단로 13길 34	서울특별시 중구 을지로6가 17-145	등록시장	건물형	             18,707
46	중구	명동남산골 골목형상점가	서울특별시 중구 퇴계로20길 18	서울특별시 중구 남산동2가 10-1 ~ 남산동2가 29-6	골목형상점가	골목형	               5,566
47	중구	명동역지하도상가	서울특별시 중구 퇴계로 지하 124	서울특별시 중구 충무로2가 65-12	인정시장	지하도상가	               2,215
48	중구	명동지하쇼핑센터	서울특별시 중구 남대문로지하 72	서울특별시 중구 남대문로2가 123	인정시장	지하도상가	               3,838
49	중구	방산시장	서울특별시 중구 을지로33길 18-1	서울특별시 중구 주교동 250-1	상점가	상점가	             66,691
50	중구	방산종합시장	서울특별시 중구 동호로37길 20	서울특별시 중구 주교동 19-1	등록시장	건물형	             23,336
51	중구	백학시장	서울특별시 중구 퇴계로86길 22	서울특별시 중구 신당동 132-32	상점가	상점가	               5,291
52	중구	벨포스트 (舊에리어식스)	서울특별시 중구 마장로 19	서울특별시 중구 신당동 776	등록시장	건물형	               4,379
53	중구	삼익패션타운	서울특별시 중구 남대문시장8길 7	서울특별시 중구 남창동 5	등록시장	건물형	             29,620
54	중구	서울중앙시장	서울특별시 중구 퇴계로85길 36	서울특별시 중구 황학동 442	등록시장	골목형	             24,522
55	중구	성요셉거리 골목형상점가	서울 중구 서소문로6길 6	서울 중구 중림동 156-98	골목형상점가	골목형	               2,775
56	중구	소공지하도상가	서울특별시 중구 소공로지하 102	서울특별시 중구 소공동 87	인정시장	지하도상가	               3,517
57	중구	숭례문수입상가	서울특별시 중구 소월로 3	서울특별시 중구 남창동 51-1	등록시장	건물형	             45,479
58	중구	시청광장 지하쇼핑센터	서울특별시 중구 을지로지하 12	서울특별시 중구 을지로2가 12	인정시장	지하도상가	               2,087
59	중구	신당 미래유산 먹거리 골목형상점가	서울특별시 중구 다산로 221	서울특별시 중구 신당동 292-175	골목형상점가	골목형	             27,603
60	중구	신당오길 골목형상점가	서울특별시 중구 퇴계로88길 21	서울특별시 중구 신당동 152-1	골목형상점가	골목형	               6,891
61	중구	신중부시장	서울 중구 을지로32길 34	 	인정시장	골목형	               7,523
62	중구	신중앙시장	서울특별시 중구 퇴계로85길 36	서울특별시 중구 황학동 442	인정시장	골목형	               9,137
63	중구	신평화패션타운	서울특별시 중구 청계천로 298	서울특별시 중구 신당동 217-1	인정시장	건물형	             13,494
64	중구	아트프라자	서울특별시 중구 마장로1길 28	서울특별시 중구 신당동 213-67	인정시장	건물형	               6,828
65	중구	약수시장 골목형상점가	서울 중구 동호로 173	서울 중구 신당동 372-13	골목형상점가	골목형	             43,937
66	중구	을지로지하보도쇼핑센터	서울특별시 중구 을지로 88, 131, 218	서울특별시 중구 을지로2가 161	상점가	지하도상가	             20,334
67	중구	을지명보 골목형상점가	서울 중구 마른내로2길 3	서울 중구 초동 41-1	골목형상점가	골목형	               2,807
68	중구	을지입구지하상가	서울특별시 중구 을지로지하 58	서울특별시 중구 을지로2가 197지하	상점가	지하도상가	               1,225
69	중구	인현시장	서울특별시 중구 퇴계로41길 45	서울특별시 중구 인현동2가 192-3	상점가	상점가	               6,702
70	중구	자유상가	서울특별시 중구 남대문로 36	서울특별시 중구 회현동 202-1	인정시장	건물형	               8,646
71	중구	장충남소영길 골목형상점가	서울특별시 중구 동호로24길 27-3 ~ 장충단로7길 32	서울특별시 중구 장충동2가 187-21 ~ 쌍림동 182-87	골목형상점가	골목형	             16,974
72	중구	제일평화시장	서울특별시 중구 마장로 13	서울특별시 중구 신당동 775	등록시장	건물형	               9,804
73	중구	중부시장	서울특별시 중구 을지로36길 35	서울특별시 중구 오장동 139-11	등록시장	골목형	             20,707
74	중구	청계5가쇼핑센터	서울 중구 동호로 지하 384	 	인정시장	지하도상가	               1,933
75	중구	청계6가 지하도상가	서울특별시 중구 장충단로 지하 280	서울특별시 중구 을지로6가 18-11	인정시장	지하도상가	               1,535
76	중구	청계상가	서울특별시 중구 청계천로 160	서울특별시 중구 산림동 207-1	인정시장	건물형	               5,817
77	중구	청계천공구상가	서울특별시 중구 청계천로 124	서울특별시 중구 입정동 258	상점가	상점가	               9,330
78	중구	청평화시장	서울특별시 중구 청계천로 334	서울특별시 중구 신당동 217-91	등록시장	건물형	             12,917
79	중구	충무로 골목형상점가	서울특별시 중구 충무로2길 27-1	서울특별시 중구 충무로4가 23-3	골목형상점가	골목형	             12,705
80	중구	충정로56출구 골목형상점가	서울특별시 중구 서소문로12	서울특별시 중구 중림동 398-6	골목형상점가	골목형	               5,077
81	중구	테크노상가	서울특별시 중구 마장로1가길 17	서울특별시 중구 신당동 213-51, 53	인정시장	건물형	               4,405
82	중구	통일상가	서울 중구 청계천로 260-9	 	등록시장	건물형	             15,146
83	중구	퇴계로 골목형상점가 	서울 중구 퇴계로 45	 	골목형상점가	골목형	               3,089
84	중구	평화시장	서울특별시 중구 청계천로 274	서울특별시 중구 을지로6가 17-48	등록시장	건물형	             27,704
85	중구	필동 골목형상점가	서울특별시 중구 필동로 19	서울특별시 중구 필동3가 30-2	골목형상점가	골목형	               5,063
86	중구	황학동주방가구거리 상점가	서울특별시 중구 마장로 64 ~ 난계로 189	서울특별시 중구 흥인동 2-18 ~ 황학동 1100-1	상점가	상점가	             27,603
87	중구	황학시장	서울특별시 중구 퇴계로87길	서울특별시 중구 황학동 578	인정시장	골목형	             15,225
88	중구	회현지하쇼핑센터	서울특별시 중구 소공로지하 58	서울특별시 중구 충무로1가 52-41	인정시장	지하도상가	               2,498
소계	용산구	14	　	　	　	　	　
89	용산구	경리단길남측 골목형상점가	서울 용산구 녹사평대로46길 28	서울 용산구 이태원동 373	골목형상점가	골목형	               2,160
90	용산구	로얄상가 골목형상점가	서울 용산구 이촌로 245	서울 용산구 이촌동 301-151	골목형상점가	건물형	             16,289
91	용산구	만리시장	서울특별시 용산구 효창원로 270	서울특별시 서계동 260-1	등록시장	건물형	               7,682
92	용산구	산천동 골목형상점가	서울 용산구 효창원로 12	서울 용산구 산천동 187-1	골목형상점가	골목형	               3,506
93	용산구	삼성테마트 골목형상점가	서울 용산구 원효로 51	 	골목형상점가	건물형	             12,387
94	용산구	순헌황귀비길 골목형상점가	서울 용산구 청파로47가길 3	 	골목형상점가	골목형	             14,987
95	용산구	신흥시장	서울특별시 용산구 신흥로 95-9	서울특별시 용산동2가 1-480	인정시장	골목형	                    -
96	용산구	용산용문시장	서울특별시 용산구 효창원로 40길 13	서울특별시 용문동 41-44	인정시장	골목형	               9,247
97	용산구	원효 골목형상가	서울 용산구 원효로41길 19	서울 용산구 원효로3가 36-3	골목형상점가	골목형	               2,142
98	용산구	이촌종합시장	서울특별시 용산구 이촌로75길 16-9	서울특별시 이촌동 301-154	인정시장	골목형	                    -
99	용산구	이태원시장	서울특별시 용산구 이태원로14길 6	서울특별시 이태원동 56-9	등록시장	건물형	               4,484
100	용산구	한강쇼핑센터	서울특별시 용산구 이촌로 224	서울특별시 이촌동 300-27	상점가	상점가	               5,286
101	용산구	해방촌 골목형상점가	서울 용산구 신흥로 15-1	서울 용산구 용산동2가 5-76	골목형상점가	골목형	               8,437
102	용산구	후암시장	서울특별시 용산구 한강대로104길 77	서울특별시 후암동 103	인정시장	골목형	               1,140
소계	성동구	13	　	　	　	　	　
103	성동구	금남시장	 서울특별시 성동구 금호산2길 32	 서울특별시 성동구 금호동3가 308	등록시장	골목형	               3,356
104	성동구	뚝도시장	 서울특별시 성동구 성수이로 32-15	 서울특별시 성동구 성수동2가 335-16	등록시장	골목형	               5,141
105	성동구	뚝섬역상점가	서울 성동구 아차산로 35	서울 성동구 성수동1가 656-853	상점가	상점가	               5,418
106	성동구	마장축산물시장	 서울특별시성동구 마장로35길 68	 서울특별시 성동구 마장동 439-1	인정시장	골목형	             26,313
107	성동구	사근살곶이골목형상점가시장	서울 성동구 사근동길 54-1	서울 성동구 사근동 176-36	골목형상점가	골목형	             19,657
108	성동구	성동용답상가시장	 서울특별시 성동구 용답중앙길 59	 서울특별시 성동구 용답동 57-17	인정시장	골목형	             29,118
109	성동구	성수역골목형상점가	서울 성동구 성수일로12길 26	서울 성동구 성수동2가 289-18	골목형상점가	상점가	             19,698
110	성동구	송정벚꽃골목형상점가	서울 성동구 광나루로11길 38	 	골목형상점가	골목형	             20,076
111	성동구	신금호역골목형상점가	 서울특별시 성동구 금호로149	 서울특별시 성동구 금호동2가 450-1	골목형상점가	상점가	             28,846
112	성동구	왕십리도선동상점가	 서울특별시 성동구 무학로2길 32	 서울특별시 성동구 도선동 276	상점가	상점가	               9,860
113	성동구	왕십리무학봉상점가	 서울특별시 성동구 무학봉16길 6	 서울특별시 성동구 하왕십리동 976-15	상점가	상점가	               4,241
114	성동구	한양대앞상점가	 서울특별시 성동구 마조로1길 28	 서울특별시 성동구 행당동 19-34	상점가	상점가	               6,568
115	성동구	행당시장상점가	 서울특별시 성동구 무학봉16길 20	 서울특별시 성동구 행당동 298-11	상점가	상점가	             10,030
소계	광진구	23	　	　	　	　	　
116	광진구	건대로데오거리 골목형상점가	서울 광진구 동일로20길 120	 	골목형상점가	상점가	             25,859
117	광진구	건리단길골목형상점가	서울 광진구 능동로13길 54	서울 광진구 화양동 15-54	골목형상점가	골목형	               9,905
118	광진구	광성시장	 서울특별시 광진구 능동로47길 30	 서울특별시 광진구 중곡동 229-15	등록시장	건물형	               2,136
119	광진구	노룬산골목시장	서울 광진구 뚝섬로 481	 	인정시장	골목형	               6,719
120	광진구	노룬산시장	 서울특별시 광진구 뚝섬로 491	 서울특별시 광진구 자양동 44-2	등록시장	건물형	               1,620
121	광진구	면곡시장 골목형상점가	 서울특별시 광진구 답십리로 368	 서울특별시 광진구 중곡동 580-1	골목형상점가	상점가	               1,670
122	광진구	신성시장	서울 광진구 영화사로 10	서울 광진구 중곡동 79-13	등록시장	건물형	               1,605
123	광진구	신성전통시장	서울 광진구 영화사로 16	서울 광진구 중곡동 79-12	인정시장	골목형	             21,489
124	광진구	아차산등산로 골목형 상점가	서울 광진구 천호대로129길 56	서울 광진구 구의동 29-1	골목형상점가	상점가	             20,560
125	광진구	영동교골목시장	서울 광진구 뚝섬로 481	 	인정시장	골목형	             12,744
126	광진구	이튼타워리버3차 골목형 상점가	서울 광진구 능동로 18	서울 광진구 자양동 855	골목형상점가	상점가	             57,938
127	광진구	자마장시장골목형상점가	서울 광진구 자양로11길 66	서울 광진구 자양동 634-3	골목형상점가	상점가	             16,386
128	광진구	자양15번가 골목형상점가	서울 광진구 자양로15길 69	서울 광진구 자양동 621-7	골목형상점가	골목형	             20,089
129	광진구	자양로13길 골목형상점가	서울 광진구 자양로13길 27	서울 광진구 자양동 630-16	골목형상점가	상점가	             16,002
130	광진구	자양번영로 골목형상점가	서울 광진구 자양번영로 34	서울 광진구 자양동 608-21	골목형상점가	상점가	             27,036
131	광진구	자양전통시장	서울 광진구 뚝섬로47길 45-2	서울 광진구 자양동 613-11	인정시장	골목형	             16,400
132	광진구	자양종합시장	 서울특별시 광진구 자양번영로6길 20	 서울특별시 광진구 자양동 602	등록시장	건물형	               4,724
133	광진구	자양한강전통시장	서울 광진구 뚝섬로 481	 	인정시장	골목형	               8,470
134	광진구	조양시장	 서울특별시 광진구 아차산로30길 39	 서울특별시 광진구 자양동 6-20	등록시장	건물형	               6,525
135	광진구	중곡제일골목시장	 서울특별시 광진구 긴고랑로11길 14	 서울특별시 광진구 중곡동 221-6	인정시장	골목형	             14,684
136	광진구	중곡제일시장	 서울특별시 광진구 긴고랑로11길 11	 서울특별시 광진구 중곡동 229-5	등록시장	건물형	               2,760
137	광진구	한아름시장	 서울특별시 광진구 능동로13길 39	 서울특별시 광진구 화양동 10-1	등록시장	건물형	             12,217
138	광진구	화양제일골목시장	서울 광진구 아차산로29길 55	서울 광진구 화양동 34-4	인정시장	골목형	             11,281
소계	동대문구	32	　	　	　	　	　
139	동대문구	간데메공원 골목형상점가	서울 동대문구 답십리로30길 18	서울 동대문구 전농동 648-114	골목형상점가	골목형	               2,174
140	동대문구	경동광성상가	서울특별시 동대문구 고산자로 464	서울특별시 동대문구 제기동 917	인정시장	골목형	               7,159
141	동대문구	경동시장	서울특별시 동대문구 고산자로36길 3	서울특별시 동대문구 제기동 1019	등록시장	건물형	             22,262
142	동대문구	경희담길 골목형상점가	서울 동대문구 경희대로1길 11	서울 동대문구 회기동 60-50	골목형상점가	골목형	               7,983
143	동대문구	답십리건축자재시장	서울특별시 동대문구 고미술로 49	서울특별시 동대문구 답십리동 530-11	인정시장	골목형	               4,612
144	동대문구	답십리시장	서울특별시 동대문구 답십리로51길 4-1	서울특별시 동대문구 답십리동 66-17	인정시장	골목형	               3,146
145	동대문구	답십리현대시장	서울특별시 동대문구 전농로4길 38	서울특별시 동대문구 답십리동 967-5	인정시장	골목형	               1,439
146	동대문구	동부시장	서울특별시 동대문구 천호대로 281	서울특별시 동대문구 답십리동 495-1	등록시장	건물형	               4,046
147	동대문구	동서시장	서울특별시 동대문구 왕산로33길 13	서울특별시 동대문구 제기동 650	등록시장	건물형	               2,986
148	동대문구	서울약령시장	서울특별시 동대문구 약령중앙로 20	서울특별시 동대문구 제기동 1113-2	인정시장	골목형	           119,630
149	동대문구	신설동 들락거리 골목형상점가	서울 동대문구 하정로3길 10	서울 동대문구 신설동 98-38	골목형상점가	골목형	             61,657
150	동대문구	용두시장	서울특별시 동대문구 무학로37길 12	서울특별시 동대문구 용두동 231-5	등록시장	건물형	               2,794
151	동대문구	이경시장	서울특별시 동대문구 휘경로 53	서울특별시 동대문구 휘경동 151-3	등록시장	건물형	               3,033
152	동대문구	이경재래시장	서울특별시 동대문구 외대역동로12길 13	서울특별시 동대문구 휘경동 149-29	무등록시장	골목형	                    -
153	동대문구	이문제일시장	서울특별시 동대문구 이문로 200	서울특별시 동대문구 이문동 250-1	등록시장	건물형	               3,392
154	동대문구	장안 마실 골목형상점가	서울 동대문구 답십리로66길 64	서울 동대문구 장안동 167-2	골목형상점가	골목형	           488,849
155	동대문구	장안동 맛의거리 골목형상점가	서울 동대문구 장한로24길 7	서울 동대문구 장안동 367-3	골목형상점가	골목형	               3,505
156	동대문구	장한평역  먹자 골목형상점가	서울 동대문구 천호대로85길 27	 	골목형상점가	골목형	             19,483
157	동대문구	전곡시장	서울특별시 동대문구 한천로 190	서울특별시 동대문구 장안동 108-5	등록시장	건물형	               1,682
158	동대문구	전곡시장 골목형상점가	서울 동대문구 한천로38나길 29	서울 동대문구 장안동 118-15	골목형상점가	골목형	               2,104
159	동대문구	전농로터리시장	서울특별시 동대문구 전농로15길 7	서울특별시 동대문구 전농동 295-52	등록시장	건물형	               4,279
160	동대문구	전농배봉산맛집거리 골목형	서울 동대문구 전농로16길 23	서울 동대문구 전농동 46-20	골목형상점가	골목형	               5,188
161	동대문구	제기동 고대앞마을 골목형상점가	서울 동대문구 안암로22길 6	서울 동대문구 제기동 137-68	골목형상점가	골목형	             30,487
162	동대문구	청량리농수산물시장	서울특별시 동대문구 경동시장로 22	서울특별시 동대문구 제기동 629-2	인정시장	골목형	               3,613
163	동대문구	청량리수산시장	서울특별시 동대문구 고산자로34길 48-1	서울특별시 동대문구 용두동 20-47	인정시장	골목형	               2,774
164	동대문구	청량리전통시장	서울특별시 동대문구 경동시장로2길 49-3	서울특별시 동대문구 청량리동 773	인정시장	골목형	               1,066
165	동대문구	청량리종합시장	서울특별시 동대문구 홍릉로1길 68-3	서울특별시 동대문구 제기동 647-11	인정시장	골목형	               3,086
166	동대문구	청량리청과물시장	서울특별시 동대문구 왕산로33길 6	서울특별시 동대문구 제기동 635-35	인정시장	골목형	               7,473
167	동대문구	청량종합도매시장	서울특별시 동대문구 약령시로 92-2	서울특별시 동대문구 제기동 838-24	인정시장	골목형	               1,774
168	동대문구	촬영소사거리 골목형상점가	서울 동대문구 답십리로 241	서울 동대문구 장안동 141-24	골목형상점가	골목형	               5,688
169	동대문구	회기시장	서울특별시 동대문구 회기로25길 11	서울특별시 동대문구 회기동 57-22	인정시장	골목형	               5,921
170	동대문구	회기역골목형상점가	서울 동대문구 회기로28길 12-3	 	골목형상점가	골목형	             14,204
소계	중랑구	27	　	　	　	　	　
171	중랑구	겸재한신길 골목형상점가	서울 중랑구 겸재로3길 9	서울 중랑구 면목동 193-57	골목형상점가	골목형	               1,023
172	중랑구	동부시장 미드랑길 골목형상점가	서울 중랑구 중랑천로12길 30	서울 중랑구 상봉동 136-82	골목형상점가	골목형	               4,920
173	중랑구	동부시장 백구단길 골목형상점가	서울 중랑구 동일로109길 61	서울 중랑구 면목동 182-130	골목형상점가	골목형	               4,361
174	중랑구	동성타워프라자	 서울특별시 중랑구 봉화산로 221	 서울특별시 중랑구 신내동 786	등록시장	건물형	               1,760
175	중랑구	동원시장	서울 중랑구 면목로74길 45	서울 중랑구 면목동 101-1	등록시장	건물형	               1,766
176	중랑구	동원전통시장상점가	서울 중랑구 면목로76길 35	 	인정시장	상점가	             18,159
177	중랑구	동원전통종합시장	 서울특별시 중랑구 상봉로11길 27-3	 서울특별시 중랑구 면목동 74-58	인정시장	골목형	             18,160
178	중랑구	면목시장(골목형)	 서울특별시 중랑구 사가정로 50길 84	 서울특별시 중랑구 면목동 666-15	인정시장	골목형	             13,563
179	중랑구	면목시장(카멜리아쇼핑센타)	 서울특별시 중랑구 면목로39길 11	 서울특별시 중랑구 면목동 650	등록시장	건물형	               3,978
180	중랑구	묵동도깨비시장 골목형상점가	서울 중랑구 공릉로 60	서울 중랑구 묵동 305-3	골목형상점가	골목형	               3,510
181	중랑구	봉우시장 골목형상점가	서울 중랑구 봉우재로14길 19	서울 중랑구 면목동 180-15	골목형상점가	골목형	               2,788
182	중랑구	사가정51길 골목형상점가	서울 중랑구 사가정로51길 38	서울 중랑구 면목동 497-6	골목형상점가	골목형	               4,392
183	중랑구	사가정시장	 서울특별시 중랑구 면목로44길 16	 서울특별시 중랑구 면목38동 472-5	인정시장	골목형	               6,603
184	중랑구	상봉먹자 골목형상점가	서울 중랑구 봉우재로33길 54	서울 중랑구 상봉동 105	골목형상점가	골목형	               8,905
185	중랑구	신내구길 골목형상점가	서울 중랑구 신내로14길 26	서울 중랑구 신내동 454-4	골목형상점가	골목형	               6,893
186	중랑구	신아타운	 서울특별시 중랑구 봉화산로 194	 서울특별시 중랑구 신내동 666	등록시장	건물형	             31,128
187	중랑구	양원숲길 골목형상점가	서울 중랑구 양원역로14나길 17	서울 중랑구 망우동 617-7	골목형상점가	골목형	               4,933
188	중랑구	우림골목시장	 서울특별시 중랑구 망우로62길 52-4	 서울특별시 중랑구 망우동 463-44	인정시장	골목형	             22,269
189	중랑구	우림맛솜씨길 골목형상점가	서울 중랑구 용마산로115길 47	서울 중랑구 망우동 469-74	골목형상점가	골목형	               6,174
190	중랑구	유영시장	 서울특별시 중랑구 봉우재로70길 96	 서울특별시 중랑구 망우동 530-3	등록시장	건물형	               7,154
191	중랑구	장미꽃빛거리 골목형상점가	서울 중랑구 동일로163길 7	서울 중랑구 묵동 239-161	골목형상점가	골목형	               1,912
192	중랑구	장미달빛거리 골목형상점가	서울 중랑구 동일로157길 5	서울 중랑구 묵동 244-144	골목형상점가	골목형	               2,189
193	중랑구	장미제일시장	 서울특별시 중랑구 동일로143길 43	 서울특별시 중랑구 중화동 309-1	인정시장	골목형	               5,966
194	중랑구	중랑교종합상가	 서울특별시 중랑구 망우로32길 23	 서울특별시 중랑구 상봉동 129-9	등록시장	건물형	               3,472
195	중랑구	중랑동부시장	 서울특별시 중랑구 동일로 109길 31-5	 서울특별시 중랑구 면목2동 183-118	인정시장	골목형	                    -
196	중랑구	태능엔터피아	 서울특별시 중랑구 동일로129길 35	 서울특별시 중랑구 중화동 314-1	등록시장	건물형	               7,776
197	중랑구	태릉 골목형상점가	서울 중랑구 중랑역로 35	서울 중랑구 중화동 316-33	골목형상점가	골목형	               4,528
소계	성북구	15	　	　	　	　	　
198	성북구	고대 골목형상점가	서울 성북구 고려대로26길 49	서울 성북구 안암동5가 104-23	골목형상점가	골목형	             48,475
199	성북구	길음시장	서울특별시 성북구 동소문로227	서울특별시 성북구 길음동 535-8	인정시장	건물형	             11,426
200	성북구	꿈의숲장곡골목형상점가	서울특별시 성북구 돌곶이로39길	서울특별시 성북구 장위동 215-6	골목형상점가	골목형	               2,849
201	성북구	돈암시장	서울 성북구 동소문로18길 18	서울 성북구 동소문동5가 59-2	인정시장	골목형	             13,867
202	성북구	돌곶이시장	서울특별시 성북구 한천로 73길 22	서울특별시 성북구 석관동 282-8	인정시장	골목형	               7,150
203	성북구	밤나무골시장	서울특별시 성북구 오패산로 79	서울특별시 성북구 하월곡동 76-8	무등록시장	골목형	                    -
204	성북구	배밭골골목형상점가	서울특별시 성북구 정릉로10길	서울특별시 성북구 정릉3동 892-3	골목형상점가	골목형	               3,061
205	성북구	석계음식문화거리	서울 성북구 한천로78길 71	서울 성북구 석관동 133-62	골목형상점가	골목형	             10,544
206	성북구	성북천골목형상점가	서울특별시 성북구 동소문로2길	서울특별시 성북구 동소문동2가 62	골목형상점가	골목형	               5,687
207	성북구	월곡달빛오거리골목형상점가	서울 성북구 장월로1길 113	 	골목형상점가	골목형	             10,408
208	성북구	장위전통시장	서울특별시 성북구장위로38길 46-1	서울특별시 성북구 장위동 68-88	인정시장	골목형	               4,800
209	성북구	정릉서경대길골목형상점가	서울특별시 성북구 보국문로16길	서울특별시 성북구 정릉동 266-107	골목형상점가	골목형	               4,953
210	성북구	정릉시장	서울특별시 성북구 보국문로11길 18-19	서울특별시 성북구 397-9번지	인정시장	골목형	               9,954
211	성북구	정릉아리랑시장	서울특별시 성북구 정릉로26가길 32	서울특별시 성북구 정릉동 445-4	인정시장	골목형	               4,284
212	성북구	종암북바위길골목형상점가	서울특별시 성북구 종암로21길	서울특별시 성북구 종암동 85-7	골목형상점가	골목형	               8,763
소계	강북구	25	　	　	　	　	　
213	강북구	가오리골목형상점가	서울 강북구 인수봉로 238	서울 강북구 수유동 521-55	골목형상점가	골목형	             17,837
214	강북구	강북북부골목시장	강북구 한천로123길 27 일대	강북구 번동 411-18 일대	골목형상점가	골목형	             11,332
215	강북구	강북북부시장	강북구 한천로123길 26	강북구 번동 413-3	등록시장	건물형	               2,903
216	강북구	동북프라자	강북구 솔샘로 233	강북구 미아동 701-3	등록시장	건물형	               7,077
217	강북구	미소상인회 골목형상점가	서울 강북구 도봉로10라길 2	서울 강북구 미아동 90-12	골목형상점가	골목형	             11,868
218	강북구	방천골목시장	강북구 월계로7나길 9 일대	강북구 미아동 52-56 일대	무등록시장	골목형	                    -
